# Dicionario de Abreviaturas — IR 14-06, Art. 32 a 35
# Fonte: MD33-M-02, Manual de Abreviaturas, Siglas, Simbolos e Convencoes
#        Cartograficas das Forcas Armadas, 3a Edicao/2008, Capitulo IV.
# Gerado por scripts/governanca/extrair_abreviaturas_md33.py — nao editar a mao.
# inicial_conjunto: MD33-M-02, 3.1.9 — abreviavel por essa inicial quando em conjunto.
# A abreviatura NAO e chave unica: 3.1.17 preve duplicidade de simbologia.
abreviatura,termo,sinonimos,termo_completo,inicial_conjunto,somente_conjunto,origem
Rsup,Ressuprir,Ressuprimento;Ressupridor,"Ressuprir, Ressuprimento, Ressupridor",,,MD33-M-02
Restb,Restabelecer,Restabelecimento;Restabelecido;Restabelecedor,"Restabelecer, Restabelecimento, Restabelecido, Restabelecedor",,,MD33-M-02
Rstt,Restituir,Restituição,"Restituir, Restituição",,,MD33-M-02
Rest,Restringir,Restritivo;Restrição,"Restringir, Restritivo, Restrição (R)",R,,MD33-M-02
Reslt,Resultar,Resultante,"Resultar, Resultante",,,MD33-M-02
Rtgd,Retaguarda,,Retaguarda,,,MD33-M-02
Rtrd,Retardadora,Retardar;Retardamento,"Retardadora, Retardar, Retardamento",,,MD33-M-02
Rtn,Retenção,Retentor,"Retenção, Retentor",,,MD33-M-02
Retif,Retificar,Retificação;Retificador,"Retificar, Retificação, Retificador",,,MD33-M-02
Rda,Retirada,,Retirada,,,MD33-M-02
Rtrn,Retornar,Retorno;Retornável,"Retornar, Retorno, Retornável",,,MD33-M-02
Ret,Retrair,Retraimento;Retração,"Retrair, Retraimento, Retração",,,MD33-M-02
RTR,Retransmitir,Retransmissão;Retransmito (a);Retransmissor,"Retransmitir, Retransmissão, Retransmito (a), Retransmissor",,,MD33-M-02
Rtrb,Retribuir,Retribuição;Retribuidor,"Retribuir, Retribuição, Retribuidor",,,MD33-M-02
Rtg,Retrógrado,,Retrógrado,,,MD33-M-02
RAAR,Reunião da Aviação de Asas Rotativas,,Reunião da Aviação de Asas Rotativas,,,MD33-M-02
RAC,Reunião da Aviação de Caça,,Reunião da Aviação de Caça,,,MD33-M-02
RAP,Reunião da Aviação de Patrulha,,Reunião da Aviação de Patrulha,,,MD33-M-02
RAT,Reunião da Aviação de Transporte,,Reunião da Aviação de Transporte,,,MD33-M-02
JCB,Reunião de Coordenação para Priorização dos Objetivos (Joint Coordination Board),,Reunião de Coordenação para Priorização dos Objetivos (Joint Coordination Board),,,MD33-M-02
Reu,Reunir,Reunião;Reunidor,"Reunir, Reunião, Reunidor",,,MD33-M-02
Revld,Revalidar,Revalidação;Revalidador,"Revalidar, Revalidação, Revalidador",,,MD33-M-02
Rvs,Reverso,Reversiva,"Reverso, Reversiva",,,MD33-M-02
Rvt,Revestir,Revestimento,"Revestir, Revestimento",,,MD33-M-02
Rvz,Revezar,Revezamento;Revezador,"Revezar, Revezamento, Revezador",,,MD33-M-02
Rev,Revisar,Revisão;Revista;Revisor,"Revisar, Revisão, Revista, Revisor",,,MD33-M-02
Revg,Revogar,Revogação;Revogador,"Revogar, Revogação, Revogador",,,MD33-M-02
Revl,Revolucionária,Revolução,"Revolucionária, Revolução",,,MD33-M-02
Revr,Revólver,Revolver;Revolvedor,"Revólver, Revolver, Revolvedor",,,MD33-M-02
Rib,Ribeirinha,Ribeirão,"Ribeirinha, Ribeirão",,,MD33-M-02
Rd,Roda,Rodagem,"Roda, Rodagem",,,MD33-M-02
Rdz,Rodízio,,Rodízio,,,MD33-M-02
Rfv,Rodoferroviário,,Rodoferroviário,,,MD33-M-02
Rdv,Rodovia,Rodoviária,"Rodovia, Rodoviária",,,MD33-M-02
Roj,Rojão,,Rojão,,,MD33-M-02
R,Rolo,,Rolo,,sim,MD33-M-02
R Cmpc,Rolo Compactador,,Rolo Compactador,,,MD33-M-02
Rpto,Rompimento,,Rompimento,,,MD33-M-02
Ro,Rota,,Rota,,,MD33-M-02
Ro Apre Rda,Rota de Aproximação e Retirada,,Rota de Aproximação e Retirada,,,MD33-M-02
RRM,Rota de Risco Mínimo,,Rota de Risco Mínimo,,,MD33-M-02
RPM,Rotação por Minuto,,Rotação por Minuto,,,MD33-M-02
Rtdr,Roteador,,Roteador,,,MD33-M-02
Rot,Rotina,,Rotina,,,MD33-M-02
R,Rumo,,Rumo,,sim,MD33-M-02
R Bas,Rumo Básico,,Rumo Básico,,,MD33-M-02
RI,Rumo de Ida,,Rumo de Ida,,,MD33-M-02
RR,Rumo de Regresso,,Rumo de Regresso,,,MD33-M-02
R Mg,Rumo Magnético,,Rumo Magnético,,,MD33-M-02
RL,Rumo no Limite,,Rumo no Limite,,,MD33-M-02
RN,Rumo no Navio,,Rumo no Navio,,,MD33-M-02
RV,Rumo Verdadeiro,,Rumo Verdadeiro,,,MD33-M-02
Rupt,Ruptura,,Ruptura,,,MD33-M-02
Ru,Rural,,Rural,,,MD33-M-02
Sabt,Sabotagem,Sabotador;Sabotar,"Sabotagem, Sabotador, Sabotar",,,MD33-M-02
SOA,Sala de Operações Aéreas,,Sala de Operações Aéreas,,,MD33-M-02
SOT,Sala de Operações Terrestres,,Sala de Operações Terrestres,,,MD33-M-02
SMOA,Sala Móvel de Operações Aéreas,,Sala Móvel de Operações Aéreas,,,MD33-M-02
SMOT,Sala Móvel de Operações Terrestres,,Sala Móvel de Operações Terrestres,,,MD33-M-02
Sal,Salário,Salarial,"Salário, Salarial",,,MD33-M-02
FH,Salto de Freqüência (Frequency Hopping),,Salto de Freqüência (Frequency Hopping),,,MD33-M-02
Slt,Salto,Saltar;Saltador,"Salto, Saltar, Saltador",,,MD33-M-02
Slv,Salvado,Salvamento;Salvo;Salva;Salvar,"Salvado, Salvamento, Salvo, Salva (S), Salvar",S,,MD33-M-02
SMJ,Salvo Melhor Juízo,,Salvo Melhor Juízo,,,MD33-M-02
San,Saneamento,Sanear,"Saneamento, Sanear",,,MD33-M-02
Sg,Sangue,Sanguíneo;Sanguinário,"Sangue, Sanguíneo, Sanguinário",,,MD33-M-02
Sant,Sanitário,,Sanitário,,,MD33-M-02
Sap,Sapa,Sapador,"Sapa, Sapador",,,MD33-M-02
Sgte,Sargenteante,,Sargenteante,,,MD33-M-02
Sgt,Sargento,,Sargento,,,MD33-M-02
Sat,Satélite,,Satélite,,,MD33-M-02
SCD,Satélite de Coleta de Dados,,Satélite de Coleta de Dados,,,MD33-M-02
SGB,Satélite Geoestacionário Brasileiro,,Satélite Geoestacionário Brasileiro,,,MD33-M-02
Str,Saturar,Saturação,"Saturar, Saturação",,,MD33-M-02
Sau,Saúde,,Saúde (S),S,,MD33-M-02
SFC,Se for o caso,,Se for o caso,,,MD33-M-02
B,Seção Seç Seção Base Seç,,Seção (S) Seç Seção Base Seç,S,,MD33-M-02
Ab Bre,Seção de Abreviatura de Brechas Seç,,Seção de Abreviatura de Brechas Seç,,,MD33-M-02
SAC,Seção de Aviação Civil,,Seção de Aviação Civil,,,MD33-M-02
SCI,Seção de Contra-incêndio,,Seção de Contra-incêndio,,,MD33-M-02
SCOAM,Seção de Controle de Operações Aéreas Militares,,Seção de Controle de Operações Aéreas Militares,,,MD33-M-02
SIP,Seção de Inativos e Pensionistas,,Seção de Inativos e Pensionistas,,,MD33-M-02
SISA,Seção de Informações sobre Alvos,,Seção de Informações sobre Alvos,,,MD33-M-02
SIJ,Seção de Investigação e Justiça,,Seção de Investigação e Justiça,,,MD33-M-02
SIPA Aepc,Seção de Investigação e Prevenção de Acidentes Aeroespaciais,,Seção de Investigação e Prevenção de Acidentes Aeroespaciais,,,MD33-M-02
SIPAA,Seção de Investigação e Prevenção de Acidentes Aeronáuticos,,Seção de Investigação e Prevenção de Acidentes Aeronáuticos,,,MD33-M-02
SMA,Seção de Munição de Artilharia,,Seção de Munição de Artilharia,,,MD33-M-02
SOC,Seção de Operação de Combate,,Seção de Operação de Combate,,,MD33-M-02
OAT,Seção de Operações Ar-Terra Seç,,Seção de Operações Ar-Terra Seç,,,MD33-M-02
SPAA,Seção de Prevenção de Acidentes Aeronáuticos,,Seção de Prevenção de Acidentes Aeronáuticos,,,MD33-M-02
ST,Seção de Tiro,,Seção de Tiro,,,MD33-M-02
SSMR,Seção do Serviço Militar Regional,,Seção do Serviço Militar Regional,,,MD33-M-02
S Mob,Seção Mobilizadora,,Seção Mobilizadora,,,MD33-M-02
Sect,Secretaria,Secretário;Secretariar,"Secretaria, Secretário, Secretariar",,,MD33-M-02
Sec,Secreto,,Secreto,,,MD33-M-02
Scd,Secundária,Secundar;Secundarista,"Secundária (S), Secundar, Secundarista",S,,MD33-M-02
Seg AR,Segurança da Área de Retaguarda,,Segurança da Área de Retaguarda,,,MD33-M-02
STA,Segurança do Tráfego Aquaviário,,Segurança do Tráfego Aquaviário,,,MD33-M-02
SSS,"Segurança, Salvamento e Sobrevivência",,"Segurança, Salvamento e Sobrevivência",,,MD33-M-02
Seg,Segurança,Segurar;Seguro (a),"Segurança, Segurar, Seguro (a)",,,MD33-M-02
SC,Seleção Complementar,,Seleção Complementar,,,MD33-M-02
SG,Seleção Geral,,Seleção Geral,,,MD33-M-02
Sel,Selecionar,Seleção;Selecionador;Selecionável,"Selecionar, Seleção (S), Selecionador, Selecionável",S,,MD33-M-02
Sltv,Seletivo,,Seletivo,,,MD33-M-02
Sl,Selva,,Selva (S),S,,MD33-M-02
SA,Sem Alteração,,Sem Alteração,,,MD33-M-02
SE,Sem Espoleta,,Sem Espoleta,,,MD33-M-02
SOFN,Sem Ônus para a Fazenda Nacional,,Sem Ônus para a Fazenda Nacional,,,MD33-M-02
S Prej,Sem Prejuízo,,Sem Prejuízo,,,MD33-M-02
Smn,Semana,Semanal,"Semana, Semanal (S)",S,,MD33-M-02
Semt,Semestre,Semestral;Semestralidade,"Semestre, Semestral, Semestralidade",,,MD33-M-02
Semr,Seminário,Seminarista,"Seminário, Seminarista",,,MD33-M-02
S Rbq,Semi-Reboque,,Semi-Reboque,,,MD33-M-02
SR,Sem-Retardo (espoleta),,Sem-Retardo (espoleta),,,MD33-M-02
Snh,Senha,,Senha,,,MD33-M-02
Sr,Senhor,,Senhor,,,MD33-M-02
Sen,Sensível,Sensibilidade;Sensibilizar,"Sensível, Sensibilidade, Sensibilizar",,,MD33-M-02
Sns,Sensor,Sensoriar;Sensoriamento,"Sensor(S), Sensoriar, Sensoriamento (S)",S,,MD33-M-02
Spr,Separar,Separação;Separador;Separado (a);Separo (a),"Separar, Separação, Separador, Separado (a), Separo (a)",,,MD33-M-02
Sep,Sepultar,Sepultamento;Sepultura,"Sepultar, Sepultamento, Sepultura",,,MD33-M-02
Seq,Seqüência,Sequencial,"Seqüência, Sequencial",,,MD33-M-02
Sv,Serviço,Servil;Serviçal,"Serviço (S), Servil, Serviçal",S,,MD33-M-02
SASM,Serviço Alternativo ao Serviço Militar,,Serviço Alternativo ao Serviço Militar,,,MD33-M-02
SAM,Serviço Ativo da Marinha,,Serviço Ativo da Marinha,,,MD33-M-02
ATIS,Serviço Automático de Informação de Terminal (Automatic Terminal Information Service),,Serviço Automático de Informação de Terminal (Automatic Terminal Information Service),,,MD33-M-02
SAR Ex,Serviço de Assistência Religiosa do Exército,,Serviço de Assistência Religiosa do Exército,,,MD33-M-02
SAR,Serviço de Busca e Resgate (Search and Rescue),,Serviço de Busca e Resgate (Search and Rescue),,,MD33-M-02
SF,Serviço de Finanças,,Serviço de Finanças,,,MD33-M-02
AIS,Serviço de Informação Aeronáutica (Aeronautic Information Service),,Serviço de Informação Aeronáutica (Aeronautic Information Service),,,MD33-M-02
COMINT,Serviço de Inteligência das Comunicações (Communications Intelligence),,Serviço de Inteligência das Comunicações (Communications Intelligence),,,MD33-M-02
ELINT,Serviço de Inteligência Eletrônica (Eletronic Intelligence),,Serviço de Inteligência Eletrônica (Eletronic Intelligence),,,MD33-M-02
SIGINT,Serviço de Inteligência sobre Sinais Irradiados (Signal Intelligence),,Serviço de Inteligência sobre Sinais Irradiados (Signal Intelligence),,,MD33-M-02
SIP Aer,Serviço de Investigação de Acidentes Aéreos,,Serviço de Investigação de Acidentes Aéreos,,,MD33-M-02
SIPA Aer M,Serviço de Investigação e Prevenção de Acidentes Aeronáuticos da Marinha,,Serviço de Investigação e Prevenção de Acidentes Aeronáuticos da Marinha,,,MD33-M-02
S Jus,Serviço de Justiça,,Serviço de Justiça,,,MD33-M-02
SP,Serviço de Polícia,,Serviço de Polícia,,,MD33-M-02
SPV,Serviço de Proteção ao Vôo,,Serviço de Proteção ao Vôo,,,MD33-M-02
SRD,Serviço de Recrutamento Distrital,,Serviço de Recrutamento Distrital,,,MD33-M-02
COMSEC,Serviço de Segurança das Comunicações (Communications Security),,Serviço de Segurança das Comunicações (Communications Security),,,MD33-M-02
ATS,Serviço de Tráfego Aéreo (Air Traffic Service),,Serviço de Tráfego Aéreo (Air Traffic Service),,,MD33-M-02
AFS,Serviço Fixo Aeronáutico (Aeronautic Fixed Service),,Serviço Fixo Aeronáutico (Aeronautic Fixed Service),,,MD33-M-02
SICOL,"Serviço Interzonal de Combustível, Óleos e Lubrificantes",,"Serviço Interzonal de Combustível, Óleos e Lubrificantes",,,MD33-M-02
SM,Serviço Militar,,Serviço Militar,,,MD33-M-02
SMI,Serviço Militar Inicial,,Serviço Militar Inicial,,,MD33-M-02
SMO,Serviço Militar Obrigatório,,Serviço Militar Obrigatório,,,MD33-M-02
SM Aer,Serviço Móvel Aeronáutico,,Serviço Móvel Aeronáutico,,,MD33-M-02
SMM,Serviço Móvel Marítimo,,Serviço Móvel Marítimo,,,MD33-M-02
SOAA,Serviço Operacional Ar-Ar,,Serviço Operacional Ar-Ar,,,MD33-M-02
SOAS,Serviço Operacional Ar-Solo,,Serviço Operacional Ar-Solo,,,MD33-M-02
SOSS,Serviço Operacional Solo-Solo,,Serviço Operacional Solo-Solo,,,MD33-M-02
S Post,Serviço Postal,,Serviço Postal,,,MD33-M-02
SRPV,Serviço Regional de Proteção ao Vôo,,Serviço Regional de Proteção ao Vôo,,,MD33-M-02
Svd,Servidor,,Servidor,,,MD33-M-02
Ses,Sessão,,Sessão,,,MD33-M-02
St Def,Setor de Defesa,,Setor de Defesa,,,MD33-M-02
SDI,Setor de Defesa Interna,,Setor de Defesa Interna,,,MD33-M-02
St,Setor,Setorizar,"Setor, Setorizar",,,MD33-M-02
Sgl,Sigilo,Sigiloso (a),"Sigilo, Sigiloso (a)",,,MD33-M-02
Sig,Signatário,,Signatário,,,MD33-M-02
Sgf,Significar,Significação;Significativo;Significância,"Significar, Significação, Significativo, Significância",,,MD33-M-02
Sil,Silêncio,Silenciar;Silencioso;Silenciador,"Silêncio, Silenciar, Silencioso, Silenciador",,,MD33-M-02
Sbl,Simbolizar,Símbolo,"Simbolizar, Símbolo",,,MD33-M-02
SJ,Símbolo de Jurisdição,,Símbolo de Jurisdição,,,MD33-M-02
Spflc,Simplificar,Simplificação;Simplificador,"Simplificar, Simplificação, Simplificador",,,MD33-M-02
Simp,Simpósio,,Simpósio,,,MD33-M-02
Smlc,Simulacro,,Simulacro,,,MD33-M-02
Sml,Simular,Simulação;Simulador,"Simular, Simulação, Simulador",,,MD33-M-02
Sin,Sinalizar,Sinaleiro;Sinal;Sinalizador;Sinalização,"Sinalizar, Sinaleiro, Sinal, Sinalizador, Sinalização",,,MD33-M-02
Sncz,Sincronização,Sincronizar,"Sincronização, Sincronizar",,,MD33-M-02
Sind,Sindicância,Sindicar;Sindicato;Sindicante,"Sindicância, Sindicar, Sindicato, Sindicante",,,MD33-M-02
Si,Singradura,,Singradura,,,MD33-M-02
Si I,Singradura de Ida,,Singradura de Ida,,,MD33-M-02
Si L,Singradura no Limite,,Singradura no Limite,,,MD33-M-02
Si R,Singradura no Regresso,,Singradura no Regresso,,,MD33-M-02
SGAAR,Síntese do Grau de Ameaça Aeroespacial Regional,,Síntese do Grau de Ameaça Aeroespacial Regional,,,MD33-M-02
Sint,Sintonizar,Sintonia,"Sintonizar, Sintonia",,,MD33-M-02
AWACS,Sistema Aéreo de Alerta e Controle (Air Warning and Control System),,Sistema Aéreo de Alerta e Controle (Air Warning and Control System),,,MD33-M-02
SAGA,Sistema Automatizado de Gerência de Aprovisionamento,,Sistema Automatizado de Gerência de Aprovisionamento,,,MD33-M-02
SBOAS,Sistema Brasileiro de Operações Ar-Superfície,,Sistema Brasileiro de Operações Ar-Superfície,,,MD33-M-02
S Fio,Sistema com Fio,,Sistema com Fio,,,MD33-M-02
SAAC,Sistema de Abastecimento de Água e Combustíveis,,Sistema de Abastecimento de Água e Combustíveis,,,MD33-M-02
LASER,Sistema de Amplificação da Luz por Emissão Estimulada da Radiação (Light Amplification by Stimulated Emission of,,Sistema de Amplificação da Luz por Emissão Estimulada da Radiação (Light Amplification by Stimulated Emission of,,,MD33-M-02
S Ap,Radiation) Sistema de Apoio,,Radiation) Sistema de Apoio,,,MD33-M-02
S Ap Log,Sistema de Apoio Logístico,,Sistema de Apoio Logístico,,,MD33-M-02
Sist A,Sistema de Armas,,Sistema de Armas,,,MD33-M-02
SAJCM,Sistema de Assessoria Jurídica Consultiva da Marinha,,Sistema de Assessoria Jurídica Consultiva da Marinha,,,MD33-M-02
S Bar,Sistema de Barreiras,,Sistema de Barreiras,,,MD33-M-02
SCCAT,Sistema de Comando e Controle Aéreo do Teatro,,Sistema de Comando e Controle Aéreo do Teatro,,,MD33-M-02
CI,"Sistema de Comando, Controle, Comunicações e Inteligência 3 (Command, Control, Communications and Intelligence)",,"Sistema de Comando, Controle, Comunicações e Inteligência 3 (Command, Control, Communications and Intelligence)",,,MD33-M-02
SECOS,Sistema de Comunicações com Contra-Contramedidas Eletrônicas (Secure ECCM Communications System),,Sistema de Comunicações com Contra-Contramedidas Eletrônicas (Secure ECCM Communications System),,,MD33-M-02
SCA,Sistema de Comunicações de Área,,Sistema de Comunicações de Área,,,MD33-M-02
SCC,Sistema de Comunicações de Comando,,Sistema de Comunicações de Comando,,,MD33-M-02
Sist CD,Sistema de Comunicações Divisionário,,Sistema de Comunicações Divisionário,,,MD33-M-02
SISCOMIS,Sistema de Comunicações Militares por Satélite,,Sistema de Comunicações Militares por Satélite,,,MD33-M-02
SCAT,Sistema de Controle Aerotático,,Sistema de Controle Aerotático,,,MD33-M-02
SC Alm,Sistema de Controle e Alarme,,Sistema de Controle e Alarme,,,MD33-M-02
MRCS,Sistema de Controle e Radar Móvel (Mobile Radar and Control System),,Sistema de Controle e Radar Móvel (Mobile Radar and Control System),,,MD33-M-02
ATDS,Sistema de Dados Táticos Aerotransportado (Airborne Tactical Data System),,Sistema de Dados Táticos Aerotransportado (Airborne Tactical Data System),,,MD33-M-02
SISDEN,Sistema de Defesa Nacional,,Sistema de Defesa Nacional,,,MD33-M-02
SDF,Sistema de Distribuição de Fogos,,Sistema de Distribuição de Fogos,,,MD33-M-02
SGQ,Sistema de Garantia da Qualidade,,Sistema de Garantia da Qualidade,,,MD33-M-02
SGC,Sistema de Garantia de Configuração,,Sistema de Garantia de Configuração,,,MD33-M-02
SIAA Ae,Sistema de Informações da Artilharia Antiaérea,,Sistema de Informações da Artilharia Antiaérea,,,MD33-M-02
SIEM Aer,Sistema de Informações Estratégicas Militares da Aeronáutica,,Sistema de Informações Estratégicas Militares da Aeronáutica,,,MD33-M-02
SIG Pes,Sistema de Informações Gerenciais de Pessoal,,Sistema de Informações Gerenciais de Pessoal,,,MD33-M-02
SITFAA,Sistema de Informática e Telecomunicações entre as Forças Aéreas Americanas,,Sistema de Informática e Telecomunicações entre as Forças Aéreas Americanas,,,MD33-M-02
SIMEB,Sistema de Instrução Militar do Exército Brasileiro,,Sistema de Instrução Militar do Exército Brasileiro,,,MD33-M-02
Sl Com,Sistema de Intercomunicação das Comunicações,,Sistema de Intercomunicação das Comunicações,,,MD33-M-02
MLRS,Sistema de Lançamento Múltiplo de Foguetes (Multiple Launch Rocket System),,Sistema de Lançamento Múltiplo de Foguetes (Multiple Launch Rocket System),,,MD33-M-02
SL Aernav,Sistema de Ligação Aeronaval,,Sistema de Ligação Aeronaval,,,MD33-M-02
ALS,Sistema de Luzes de Aproximação (Approach Light System),,Sistema de Luzes de Aproximação (Approach Light System),,,MD33-M-02
SMP,Sistema de Manutenção Planejada,,Sistema de Manutenção Planejada,,,MD33-M-02
S Msg,Sistema de Mensageiros,,Sistema de Mensageiros,,,MD33-M-02
SISMAERO,Sistema de Mobilização Aeroespacial,,Sistema de Mobilização Aeroespacial,,,MD33-M-02
SISMOMAR,Sistema de Mobilização da Marinha,,Sistema de Mobilização da Marinha,,,MD33-M-02
SISMOBE,Sistema de Mobilização do Exército,,Sistema de Mobilização do Exército,,,MD33-M-02
SISMOMIL,Sistema de Mobilização Militar,,Sistema de Mobilização Militar,,,MD33-M-02
SM Cn,Sistema de Multicanal,,Sistema de Multicanal,,,MD33-M-02
TACAN,Sistema de Navegação Aerotática (Tactical Air Navigation),,Sistema de Navegação Aerotática (Tactical Air Navigation),,,MD33-M-02
LANTIRN,Sistema de Navegação e Visão Noturna Infravermelha a Baixa Altitude (Low Altitude Navigation and Targeting Infrared for,,Sistema de Navegação e Visão Noturna Infravermelha a Baixa Altitude (Low Altitude Navigation and Targeting Infrared for,,,MD33-M-02
GNSS,Night System) Sistema de Navegação Global por Satélites (Global Navigation Satellite System),,Night System) Sistema de Navegação Global por Satélites (Global Navigation Satellite System),,,MD33-M-02
INS,Sistema de Navegação Inercial (Inertial Navigation System),,Sistema de Navegação Inercial (Inertial Navigation System),,,MD33-M-02
SOAT,Sistema de Operações Ar-Terra,,Sistema de Operações Ar-Terra,,,MD33-M-02
SPP,Sistema de Planejamento de Pessoal,,Sistema de Planejamento de Pessoal,,,MD33-M-02
GPS,Sistema de Posicionamento Global (Global Positioning System),,Sistema de Posicionamento Global (Global Positioning System),,,MD33-M-02
ILS,Sistema de Pouso por Instrumentos (Instrument Landing System),,Sistema de Pouso por Instrumentos (Instrument Landing System),,,MD33-M-02
SPV,Sistema de Proteção ao Vôo,,Sistema de Proteção ao Vôo,,,MD33-M-02
SIPAM,Sistema de Proteção da Amazônia,,Sistema de Proteção da Amazônia,,,MD33-M-02
SQ,Sistema de Qualidade,,Sistema de Qualidade,,,MD33-M-02
S Rcp,Sistema de Recompletamento,,Sistema de Recompletamento,,,MD33-M-02
SSM,Sistema de Saúde da Marinha,,Sistema de Saúde da Marinha,,,MD33-M-02
SIVAM,Sistema de Vigilância da Amazônia,,Sistema de Vigilância da Amazônia,,,MD33-M-02
FLIR,Sistema de Visão Noturna Infravermelha (Forward Looking Infrared),,Sistema de Visão Noturna Infravermelha (Forward Looking Infrared),,,MD33-M-02
SEC,Sistema Estratégico de Comunicações,,Sistema Estratégico de Comunicações,,,MD33-M-02
SEGE,Sistema Estratégico de Guerra Eletrônica,,Sistema Estratégico de Guerra Eletrônica,,,MD33-M-02
LTD,Sistema Indicador de Alvos por Raio Laser (Laser Target Designator),,Sistema Indicador de Alvos por Raio Laser (Laser Target Designator),,,MD33-M-02
VASIS,Sistema Indicador de Rampa de Aproximação Visual (Visual Approach Slop nIndicator System),,Sistema Indicador de Rampa de Aproximação Visual (Visual Approach Slop nIndicator System),,,MD33-M-02
